"x0","x1","x2","fitness","file"
-5,-5,-5,-22.988,"shubert"
-5,-5,-4.5,21.826,"shubert"
-5,-5,-4,-23.535,"shubert"
-5,-5,-3.5,21.337,"shubert"
-5,-5,-3,-29.21,"shubert"
-5,-5,-2.5,28.927,"shubert"
-5,-5,-2,-49.834,"shubert"
-5,-5,-1.5,97.037,"shubert"
-5,-5,-1,-65.523,"shubert"
-5,-5,-0.5,-20.845,"shubert"
-5,-5,0,36.044,"shubert"
-5,-5,0.5,-14.074,"shubert"
-5,-5,1,14.418,"shubert"
-5,-5,1.5,-9.565,"shubert"
-5,-5,2,6.653,"shubert"
-5,-5,2.5,-7.43,"shubert"
-5,-5,3,1.824,"shubert"
-5,-5,3.5,-5.918,"shubert"
-5,-5,4,-2.303,"shubert"
-5,-5,4.5,-4.37,"shubert"
-5,-5,5,78.059,"shubert"
-5,-4.5,-5,21.826,"shubert"
-5,-4.5,-4.5,-20.723,"shubert"
-5,-4.5,-4,22.345,"shubert"
-5,-4.5,-3.5,-20.259,"shubert"
-5,-4.5,-3,27.734,"shubert"
-5,-4.5,-2.5,-27.465,"shubert"
-5,-4.5,-2,47.315,"shubert"
-5,-4.5,-1.5,-92.132,"shubert"
-5,-4.5,-1,62.211,"shubert"
-5,-4.5,-0.5,19.791,"shubert"
-5,-4.5,0,-34.222,"shubert"
-5,-4.5,0.5,13.362,"shubert"
-5,-4.5,1,-13.689,"shubert"
-5,-4.5,1.5,9.081,"shubert"
-5,-4.5,2,-6.317,"shubert"
-5,-4.5,2.5,7.054,"shubert"
-5,-4.5,3,-1.732,"shubert"
-5,-4.5,3.5,5.619,"shubert"
-5,-4.5,4,2.187,"shubert"
-5,-4.5,4.5,4.149,"shubert"
-5,-4.5,5,-74.114,"shubert"
-5,-4,-5,-23.535,"shubert"
-5,-4,-4.5,22.345,"shubert"
-5,-4,-4,-24.094,"shubert"
-5,-4,-3.5,21.845,"shubert"
-5,-4,-3,-29.905,"shubert"
-5,-4,-2.5,29.615,"shubert"
-5,-4,-2,-51.019,"shubert"
-5,-4,-1.5,99.344,"shubert"
-5,-4,-1,-67.081,"shubert"
-5,-4,-0.5,-21.34,"shubert"
-5,-4,0,36.901,"shubert"
-5,-4,0.5,-14.408,"shubert"
-5,-4,1,14.761,"shubert"
-5,-4,1.5,-9.792,"shubert"
-5,-4,2,6.811,"shubert"
-5,-4,2.5,-7.606,"shubert"
-5,-4,3,1.868,"shubert"
-5,-4,3.5,-6.059,"shubert"
-5,-4,4,-2.358,"shubert"
-5,-4,4.5,-4.474,"shubert"
-5,-4,5,79.915,"shubert"
-5,-3.5,-5,21.337,"shubert"
-5,-3.5,-4.5,-20.259,"shubert"
-5,-3.5,-4,21.845,"shubert"
-5,-3.5,-3.5,-19.805,"shubert"
-5,-3.5,-3,27.113,"shubert"
-5,-3.5,-2.5,-26.85,"shubert"
-5,-3.5,-2,46.255,"shubert"
-5,-3.5,-1.5,-90.069,"shubert"
-5,-3.5,-1,60.818,"shubert"
-5,-3.5,-0.5,19.348,"shubert"
-5,-3.5,0,-33.455,"shubert"
-5,-3.5,0.5,13.063,"shubert"
-5,-3.5,1,-13.383,"shubert"
-5,-3.5,1.5,8.878,"shubert"
-5,-3.5,2,-6.175,"shubert"
-5,-3.5,2.5,6.896,"shubert"
-5,-3.5,3,-1.693,"shubert"
-5,-3.5,3.5,5.493,"shubert"
-5,-3.5,4,2.138,"shubert"
-5,-3.5,4.5,4.056,"shubert"
-5,-3.5,5,-72.454,"shubert"
-5,-3,-5,-29.21,"shubert"
-5,-3,-4.5,27.734,"shubert"
-5,-3,-4,-29.905,"shubert"
-5,-3,-3.5,27.113,"shubert"
-5,-3,-3,-37.117,"shubert"
-5,-3,-2.5,36.757,"shubert"
-5,-3,-2,-63.323,"shubert"
-5,-3,-1.5,123.303,"shubert"
-5,-3,-1,-83.259,"shubert"
-5,-3,-0.5,-26.487,"shubert"
-5,-3,0,45.8,"shubert"
-5,-3,0.5,-17.883,"shubert"
-5,-3,1,18.321,"shubert"
-5,-3,1.5,-12.154,"shubert"
