"x0","x1","x2","fitness","file"
0.5,0.5,0.5,-0.604,"vincent"
0.5,0.5,1,-0.403,"vincent"
0.5,0.5,1.5,-0.666,"vincent"
0.5,0.5,2,-0.201,"vincent"
0.5,0.5,2.5,-0.316,"vincent"
0.5,0.5,3,-0.736,"vincent"
0.5,0.5,3.5,-0.415,"vincent"
0.5,0.5,4,-0.082,"vincent"
0.5,0.5,4.5,-0.196,"vincent"
0.5,0.5,5,-0.528,"vincent"
0.5,0.5,5.5,-0.727,"vincent"
0.5,0.5,6,-0.67,"vincent"
0.5,0.5,6.5,-0.446,"vincent"
0.5,0.5,7,-0.212,"vincent"
0.5,0.5,7.5,-0.081,"vincent"
0.5,0.5,8,-0.092,"vincent"
0.5,0.5,8.5,-0.217,"vincent"
0.5,0.5,9,-0.396,"vincent"
0.5,0.5,9.5,-0.569,"vincent"
0.5,0.5,10,-0.689,"vincent"
0.5,0.5,10.5,-0.735,"vincent"
0.5,1,0.5,-0.403,"vincent"
0.5,1,1,-0.201,"vincent"
0.5,1,1.5,-0.465,"vincent"
0.5,1,2,0,"vincent"
0.5,1,2.5,-0.115,"vincent"
0.5,1,3,-0.535,"vincent"
0.5,1,3.5,-0.214,"vincent"
0.5,1,4,0.12,"vincent"
0.5,1,4.5,0.005,"vincent"
0.5,1,5,-0.327,"vincent"
0.5,1,5.5,-0.526,"vincent"
0.5,1,6,-0.469,"vincent"
0.5,1,6.5,-0.245,"vincent"
0.5,1,7,-0.01,"vincent"
0.5,1,7.5,0.12,"vincent"
0.5,1,8,0.109,"vincent"
0.5,1,8.5,-0.016,"vincent"
0.5,1,9,-0.195,"vincent"
0.5,1,9.5,-0.367,"vincent"
0.5,1,10,-0.488,"vincent"
0.5,1,10.5,-0.534,"vincent"
0.5,1.5,0.5,-0.666,"vincent"
0.5,1.5,1,-0.465,"vincent"
0.5,1.5,1.5,-0.729,"vincent"
0.5,1.5,2,-0.264,"vincent"
0.5,1.5,2.5,-0.379,"vincent"
0.5,1.5,3,-0.798,"vincent"
0.5,1.5,3.5,-0.478,"vincent"
0.5,1.5,4,-0.144,"vincent"
0.5,1.5,4.5,-0.259,"vincent"
0.5,1.5,5,-0.591,"vincent"
0.5,1.5,5.5,-0.79,"vincent"
0.5,1.5,6,-0.733,"vincent"
0.5,1.5,6.5,-0.509,"vincent"
0.5,1.5,7,-0.274,"vincent"
0.5,1.5,7.5,-0.144,"vincent"
0.5,1.5,8,-0.155,"vincent"
0.5,1.5,8.5,-0.279,"vincent"
0.5,1.5,9,-0.459,"vincent"
0.5,1.5,9.5,-0.631,"vincent"
0.5,1.5,10,-0.752,"vincent"
0.5,1.5,10.5,-0.798,"vincent"
0.5,2,0.5,-0.201,"vincent"
0.5,2,1,0,"vincent"
0.5,2,1.5,-0.264,"vincent"
0.5,2,2,0.201,"vincent"
0.5,2,2.5,0.086,"vincent"
0.5,2,3,-0.333,"vincent"
0.5,2,3.5,-0.013,"vincent"
0.5,2,4,0.321,"vincent"
0.5,2,4.5,0.206,"vincent"
0.5,2,5,-0.126,"vincent"
0.5,2,5.5,-0.324,"vincent"
0.5,2,6,-0.268,"vincent"
0.5,2,6.5,-0.044,"vincent"
0.5,2,7,0.191,"vincent"
0.5,2,7.5,0.321,"vincent"
0.5,2,8,0.31,"vincent"
0.5,2,8.5,0.186,"vincent"
0.5,2,9,0.006,"vincent"
0.5,2,9.5,-0.166,"vincent"
0.5,2,10,-0.287,"vincent"
0.5,2,10.5,-0.333,"vincent"
0.5,2.5,0.5,-0.316,"vincent"
0.5,2.5,1,-0.115,"vincent"
0.5,2.5,1.5,-0.379,"vincent"
0.5,2.5,2,0.086,"vincent"
0.5,2.5,2.5,-0.029,"vincent"
0.5,2.5,3,-0.448,"vincent"
0.5,2.5,3.5,-0.128,"vincent"
0.5,2.5,4,0.206,"vincent"
0.5,2.5,4.5,0.091,"vincent"
0.5,2.5,5,-0.241,"vincent"
0.5,2.5,5.5,-0.439,"vincent"
0.5,2.5,6,-0.383,"vincent"
0.5,2.5,6.5,-0.159,"vincent"
0.5,2.5,7,0.076,"vincent"
0.5,2.5,7.5,0.206,"vincent"
0.5,2.5,8,0.195,"vincent"
0.5,2.5,8.5,0.071,"vincent"
0.5,2.5,9,-0.109,"vincent"
0.5,2.5,9.5,-0.281,"vincent"
0.5,2.5,10,-0.402,"vincent"
0.5,2.5,10.5,-0.448,"vincent"
0.5,3,0.5,-0.736,"vincent"
0.5,3,1,-0.535,"vincent"
0.5,3,1.5,-0.798,"vincent"
0.5,3,2,-0.333,"vincent"
0.5,3,2.5,-0.448,"vincent"
0.5,3,3,-0.868,"vincent"
0.5,3,3.5,-0.548,"vincent"
0.5,3,4,-0.214,"vincent"
0.5,3,4.5,-0.328,"vincent"
0.5,3,5,-0.66,"vincent"
0.5,3,5.5,-0.859,"vincent"
0.5,3,6,-0.802,"vincent"
0.5,3,6.5,-0.578,"vincent"
0.5,3,7,-0.344,"vincent"
0.5,3,7.5,-0.213,"vincent"
0.5,3,8,-0.224,"vincent"
0.5,3,8.5,-0.349,"vincent"
0.5,3,9,-0.528,"vincent"
0.5,3,9.5,-0.701,"vincent"
0.5,3,10,-0.821,"vincent"
0.5,3,10.5,-0.868,"vincent"
0.5,3.5,0.5,-0.415,"vincent"
0.5,3.5,1,-0.214,"vincent"
0.5,3.5,1.5,-0.478,"vincent"
0.5,3.5,2,-0.013,"vincent"
0.5,3.5,2.5,-0.128,"vincent"
0.5,3.5,3,-0.548,"vincent"
0.5,3.5,3.5,-0.227,"vincent"
0.5,3.5,4,0.107,"vincent"
0.5,3.5,4.5,-0.008,"vincent"
0.5,3.5,5,-0.34,"vincent"
0.5,3.5,5.5,-0.539,"vincent"
0.5,3.5,6,-0.482,"vincent"
0.5,3.5,6.5,-0.258,"vincent"
0.5,3.5,7,-0.023,"vincent"
0.5,3.5,7.5,0.107,"vincent"
0.5,3.5,8,0.096,"vincent"
0.5,3.5,8.5,-0.029,"vincent"
0.5,3.5,9,-0.208,"vincent"
0.5,3.5,9.5,-0.38,"vincent"
0.5,3.5,10,-0.501,"vincent"
0.5,3.5,10.5,-0.547,"vincent"
0.5,4,0.5,-0.082,"vincent"
0.5,4,1,0.12,"vincent"
0.5,4,1.5,-0.144,"vincent"
0.5,4,2,0.321,"vincent"
0.5,4,2.5,0.206,"vincent"
0.5,4,3,-0.214,"vincent"
0.5,4,3.5,0.107,"vincent"
0.5,4,4,0.44,"vincent"
0.5,4,4.5,0.326,"vincent"
0.5,4,5,-0.006,"vincent"
0.5,4,5.5,-0.205,"vincent"
0.5,4,6,-0.148,"vincent"
0.5,4,6.5,0.076,"vincent"
0.5,4,7,0.31,"vincent"
0.5,4,7.5,0.441,"vincent"
0.5,4,8,0.43,"vincent"
0.5,4,8.5,0.305,"vincent"
0.5,4,9,0.126,"vincent"
0.5,4,9.5,-0.047,"vincent"
0.5,4,10,-0.167,"vincent"
0.5,4,10.5,-0.213,"vincent"
0.5,4.5,0.5,-0.196,"vincent"
0.5,4.5,1,0.005,"vincent"
0.5,4.5,1.5,-0.259,"vincent"
0.5,4.5,2,0.206,"vincent"
0.5,4.5,2.5,0.091,"vincent"
0.5,4.5,3,-0.328,"vincent"
0.5,4.5,3.5,-0.008,"vincent"
0.5,4.5,4,0.326,"vincent"
0.5,4.5,4.5,0.211,"vincent"
