"x0","x1","x2","fitness","file"
-5,-5,-5,-1280.389,"CF1"
-5,-5,-4.5,-1423.62,"CF1"
-5,-5,-4,-1457.655,"CF1"
-5,-5,-3.5,-1811.02,"CF1"
-5,-5,-3,-1823.385,"CF1"
-5,-5,-2.5,-2045.898,"CF1"
-5,-5,-2,-2351.165,"CF1"
-5,-5,-1.5,-2531.923,"CF1"
-5,-5,-1,-2593.018,"CF1"
-5,-5,-0.5,-2611.499,"CF1"
-5,-5,0,-2624.367,"CF1"
-5,-5,0.5,-2633.303,"CF1"
-5,-5,1,-2640.93,"CF1"
-5,-5,1.5,-2646.187,"CF1"
-5,-5,2,-2649.255,"CF1"
-5,-5,2.5,-2649.787,"CF1"
-5,-5,3,-2647.902,"CF1"
-5,-5,3.5,-2643.796,"CF1"
-5,-5,4,-2637.852,"CF1"
-5,-5,4.5,-2630.635,"CF1"
-5,-5,5,-2622.833,"CF1"
-5,-4.5,-5,-1212.184,"CF1"
-5,-4.5,-4.5,-1356.202,"CF1"
-5,-4.5,-4,-1392.794,"CF1"
-5,-4.5,-3.5,-1751.264,"CF1"
-5,-4.5,-3,-1779.317,"CF1"
-5,-4.5,-2.5,-2022.711,"CF1"
-5,-4.5,-2,-2333.647,"CF1"
-5,-4.5,-1.5,-2514.311,"CF1"
-5,-4.5,-1,-2580.552,"CF1"
-5,-4.5,-0.5,-2606.895,"CF1"
-5,-4.5,0,-2627.491,"CF1"
-5,-4.5,0.5,-2643.836,"CF1"
-5,-4.5,1,-2658.018,"CF1"
-5,-4.5,1.5,-2668.028,"CF1"
-5,-4.5,2,-2673.958,"CF1"
-5,-4.5,2.5,-2675.006,"CF1"
-5,-4.5,3,-2671.435,"CF1"
-5,-4.5,3.5,-2663.599,"CF1"
-5,-4.5,4,-2652.182,"CF1"
-5,-4.5,4.5,-2638.196,"CF1"
-5,-4.5,5,-2622.877,"CF1"
-5,-4,-5,-937.713,"CF1"
-5,-4,-4.5,-1083.858,"CF1"
-5,-4,-4,-1127.334,"CF1"
-5,-4,-3.5,-1503.317,"CF1"
-5,-4,-3,-1578.871,"CF1"
-5,-4,-2.5,-1898.858,"CF1"
-5,-4,-2,-2269.478,"CF1"
-5,-4,-1.5,-2481.319,"CF1"
-5,-4,-1,-2563.806,"CF1"
-5,-4,-0.5,-2600.047,"CF1"
-5,-4,0,-2627.482,"CF1"
-5,-4,0.5,-2649.719,"CF1"
-5,-4,1,-2669.363,"CF1"
-5,-4,1.5,-2683.091,"CF1"
-5,-4,2,-2691.455,"CF1"
-5,-4,2.5,-2692.956,"CF1"
-5,-4,3,-2688.245,"CF1"
-5,-4,3.5,-2677.804,"CF1"
-5,-4,4,-2662.514,"CF1"
-5,-4,4.5,-2643.688,"CF1"
-5,-4,5,-2622.93,"CF1"
-5,-3.5,-5,-1218.106,"CF1"
-5,-3.5,-4.5,-1363.615,"CF1"
-5,-3.5,-4,-1405.231,"CF1"
-5,-3.5,-3.5,-1770.46,"CF1"
-5,-3.5,-3,-1816.831,"CF1"
-5,-3.5,-2.5,-2066.929,"CF1"
-5,-3.5,-2,-2340.58,"CF1"
-5,-3.5,-1.5,-2496.987,"CF1"
-5,-3.5,-1,-2561.524,"CF1"
-5,-3.5,-0.5,-2594.658,"CF1"
-5,-3.5,0,-2623.089,"CF1"
-5,-3.5,0.5,-2648.052,"CF1"
-5,-3.5,1,-2671.913,"CF1"
-5,-3.5,1.5,-2688.183,"CF1"
-5,-3.5,2,-2698.754,"CF1"
-5,-3.5,2.5,-2700.742,"CF1"
-5,-3.5,3,-2695.716,"CF1"
-5,-3.5,3.5,-2684.264,"CF1"
-5,-3.5,4,-2667.305,"CF1"
-5,-3.5,4.5,-2646.247,"CF1"
-5,-3.5,5,-2622.801,"CF1"
-5,-3,-5,-1345,"CF1"
-5,-3,-4.5,-1491.085,"CF1"
-5,-3,-4,-1534.97,"CF1"
-5,-3,-3.5,-1898.823,"CF1"
-5,-3,-3,-1937.545,"CF1"
-5,-3,-2.5,-2156.524,"CF1"
-5,-3,-2,-2370.028,"CF1"
-5,-3,-1.5,-2498.408,"CF1"
-5,-3,-1,-2554.61,"CF1"
-5,-3,-0.5,-2584.851,"CF1"
-5,-3,0,-2611.521,"CF1"
-5,-3,0.5,-2636.565,"CF1"
-5,-3,1,-2664.306,"CF1"
-5,-3,1.5,-2681.923,"CF1"
-5,-3,2,-2694.844,"CF1"
-5,-3,2.5,-2697.238,"CF1"
-5,-3,3,-2692.777,"CF1"
-5,-3,3.5,-2682.136,"CF1"
-5,-3,4,-2666.024,"CF1"
-5,-3,4.5,-2645.661,"CF1"
-5,-3,5,-2622.511,"CF1"
-5,-2.5,-5,-1466.261,"CF1"
-5,-2.5,-4.5,-1613.888,"CF1"
-5,-2.5,-4,-1663.748,"CF1"
-5,-2.5,-3.5,-2029.761,"CF1"
-5,-2.5,-3,-2061.735,"CF1"
-5,-2.5,-2.5,-2248.461,"CF1"
-5,-2.5,-2,-2390.69,"CF1"
-5,-2.5,-1.5,-2495.391,"CF1"
-5,-2.5,-1,-2544.15,"CF1"
-5,-2.5,-0.5,-2568.021,"CF1"
-5,-2.5,0,-2588.227,"CF1"
-5,-2.5,0.5,-2610.234,"CF1"
-5,-2.5,1,-2643.812,"CF1"
-5,-2.5,1.5,-2662.246,"CF1"
-5,-2.5,2,-2679.071,"CF1"
-5,-2.5,2.5,-2681.828,"CF1"
-5,-2.5,3,-2678.959,"CF1"
-5,-2.5,3.5,-2671.208,"CF1"
-5,-2.5,4,-2658.689,"CF1"
-5,-2.5,4.5,-2642.041,"CF1"
-5,-2.5,5,-2621.958,"CF1"
-5,-2,-5,-1459.504,"CF1"
-5,-2,-4.5,-1611.264,"CF1"
-5,-2,-4,-1677.032,"CF1"
-5,-2,-3.5,-2057.019,"CF1"
-5,-2,-3,-2093.991,"CF1"
-5,-2,-2.5,-2265.48,"CF1"
-5,-2,-2,-2338.014,"CF1"
-5,-2,-1.5,-2439.423,"CF1"
