x0,x1,x2,fitness
0.5,0.5,0,-0.604
0.5,1,0,-0.302
0.5,1.5,0,-0.698
0.5,2,0,0
0.5,2.5,0,-0.172
0.5,3,0,-0.802
0.5,3.5,0,-0.321
0.5,4,0,0.179
0.5,4.5,0,0.007
0.5,5,0,-0.49
0.5,5.5,0,-0.789
0.5,6,0,-0.703
0.5,6.5,0,-0.367
0.5,7,0,-0.016
0.5,7.5,0,0.18
0.5,8,0,0.164
0.5,8.5,0,-0.024
0.5,9,0,-0.292
0.5,9.5,0,-0.551
0.5,10,0,-0.732
0.5,10.5,0,-0.801
1,0.5,0,-0.302
1,1,0,0
1,1.5,0,-0.396
1,2,0,0.302
1,2.5,0,0.129
1,3,0,-0.5
1,3.5,0,-0.019
1,4,0,0.481
1,4.5,0,0.309
1,5,0,-0.188
1,5.5,0,-0.487
1,6,0,-0.401
1,6.5,0,-0.066
1,7,0,0.286
1,7.5,0,0.482
1,8,0,0.465
1,8.5,0,0.278
1,9,0,0.009
1,9.5,0,-0.249
1,10,0,-0.43
1,10.5,0,-0.499
1.5,0.5,0,-0.698
1.5,1,0,-0.396
1.5,1.5,0,-0.791
1.5,2,0,-0.094
1.5,2.5,0,-0.266
1.5,3,0,-0.896
1.5,3.5,0,-0.415
1.5,4,0,0.086
1.5,4.5,0,-0.086
1.5,5,0,-0.584
1.5,5.5,0,-0.882
1.5,6,0,-0.797
1.5,6.5,0,-0.461
1.5,7,0,-0.109
1.5,7.5,0,0.086
1.5,8,0,0.07
1.5,8.5,0,-0.117
1.5,9,0,-0.386
1.5,9.5,0,-0.645
1.5,10,0,-0.826
1.5,10.5,0,-0.895
2,0.5,0,0
2,1,0,0.302
2,1.5,0,-0.094
2,2,0,0.604
2,2.5,0,0.431
2,3,0,-0.198
2,3.5,0,0.283
2,4,0,0.783
2,4.5,0,0.611
2,5,0,0.113
2,5.5,0,-0.185
2,6,0,-0.099
2,6.5,0,0.236
2,7,0,0.588
2,7.5,0,0.784
2,8,0,0.767
2,8.5,0,0.58
2,9,0,0.311
2,9.5,0,0.053
2,10,0,-0.128
2,10.5,0,-0.198
2.5,0.5,0,-0.172
2.5,1,0,0.129
2.5,1.5,0,-0.266
2.5,2,0,0.431
2.5,2.5,0,0.259
2.5,3,0,-0.371
2.5,3.5,0,0.11
2.5,4,0,0.611
2.5,4.5,0,0.439
2.5,5,0,-0.059
2.5,5.5,0,-0.357
2.5,6,0,-0.272
2.5,6.5,0,0.064
2.5,7,0,0.416
2.5,7.5,0,0.611
2.5,8,0,0.595
2.5,8.5,0,0.408
2.5,9,0,0.139
2.5,9.5,0,-0.12
2.5,10,0,-0.3
2.5,10.5,0,-0.37
3,0.5,0,-0.802
3,1,0,-0.5
3,1.5,0,-0.896
3,2,0,-0.198
3,2.5,0,-0.371
3,3,0,-1
3,3.5,0,-0.519
3,4,0,-0.019
3,4.5,0,-0.191
3,5,0,-0.688
3,5.5,0,-0.987
3,6,0,-0.901
3,6.5,0,-0.566
3,7,0,-0.214
3,7.5,0,-0.018
3,8,0,-0.035
3,8.5,0,-0.222
3,9,0,-0.491
3,9.5,0,-0.749
3,10,0,-0.93
3,10.5,0,-0.999
3.5,0.5,0,-0.321
3.5,1,0,-0.019
3.5,1.5,0,-0.415
3.5,2,0,0.283
3.5,2.5,0,0.11
3.5,3,0,-0.519
3.5,3.5,0,-0.039
3.5,4,0,0.462
3.5,4.5,0,0.29
3.5,5,0,-0.208
3.5,5.5,0,-0.506
3.5,6,0,-0.421
3.5,6.5,0,-0.085
3.5,7,0,0.267
3.5,7.5,0,0.462
3.5,8,0,0.446
3.5,8.5,0,0.259
3.5,9,0,-0.01
3.5,9.5,0,-0.269
3.5,10,0,-0.449
3.5,10.5,0,-0.519
4,0.5,0,0.179
4,1,0,0.481
4,1.5,0,0.086
4,2,0,0.783
4,2.5,0,0.611
4,3,0,-0.019
4,3.5,0,0.462
4,4,0,0.963
4,4.5,0,0.791
4,5,0,0.293
4,5.5,0,-0.005
4,6,0,0.08
4,6.5,0,0.416
4,7,0,0.768
4,7.5,0,0.963
4,8,0,0.947
4,8.5,0,0.76
4,9,0,0.491
4,9.5,0,0.232
4,10,0,0.051
4,10.5,0,-0.018
4.5,0.5,0,0.007
4.5,1,0,0.309
4.5,1.5,0,-0.086
4.5,2,0,0.611
4.5,2.5,0,0.439
4.5,3,0,-0.191
4.5,3.5,0,0.29
4.5,4,0,0.791
4.5,4.5,0,0.619
4.5,5,0,0.121
4.5,5.5,0,-0.177
4.5,6,0,-0.092
4.5,6.5,0,0.244
4.5,7,0,0.596
4.5,7.5,0,0.791
4.5,8,0,0.775
4.5,8.5,0,0.588
4.5,9,0,0.319
4.5,9.5,0,0.06
4.5,10,0,-0.12
4.5,10.5,0,-0.19
5,0.5,0,-0.49
5,1,0,-0.188
5,1.5,0,-0.584
5,2,0,0.113
5,2.5,0,-0.059
5,3,0,-0.688
5,3.5,0,-0.208
5,4,0,0.293
5,4.5,0,0.121
5,5,0,-0.377
5,5.5,0,-0.675
5,6,0,-0.59
5,6.5,0,-0.254
5,7,0,0.098
5,7.5,0,0.293
5,8,0,0.277
5,8.5,0,0.09
5,9,0,-0.179
5,9.5,0,-0.438
5,10,0,-0.618
5,10.5,0,-0.688
5.5,0.5,0,-0.789
5.5,1,0,-0.487
5.5,1.5,0,-0.882
5.5,2,0,-0.185
5.5,2.5,0,-0.357
5.5,3,0,-0.987
5.5,3.5,0,-0.506
5.5,4,0,-0.005
5.5,4.5,0,-0.177
5.5,5,0,-0.675
5.5,5.5,0,-0.973
5.5,6,0,-0.888
5.5,6.5,0,-0.552
5.5,7,0,-0.2
5.5,7.5,0,-0.005
5.5,8,0,-0.021
5.5,8.5,0,-0.208
5.5,9,0,-0.477
5.5,9.5,0,-0.736
5.5,10,0,-0.917
5.5,10.5,0,-0.986
6,0.5,0,-0.703
6,1,0,-0.401
6,1.5,0,-0.797
6,2,0,-0.099
6,2.5,0,-0.272
6,3,0,-0.901
6,3.5,0,-0.421
6,4,0,0.08
6,4.5,0,-0.092
6,5,0,-0.59
6,5.5,0,-0.888
6,6,0,-0.803
6,6.5,0,-0.467
6,7,0,-0.115
6,7.5,0,0.08
6,8,0,0.064
6,8.5,0,-0.123
6,9,0,-0.392
6,9.5,0,-0.651
6,10,0,-0.831
6,10.5,0,-0.901
6.5,0.5,0,-0.367
6.5,1,0,-0.066
6.5,1.5,0,-0.461
6.5,2,0,0.236
6.5,2.5,0,0.064
6.5,3,0,-0.566
6.5,3.5,0,-0.085
6.5,4,0,0.416
6.5,4.5,0,0.244
6.5,5,0,-0.254
6.5,5.5,0,-0.552
6.5,6,0,-0.467
6.5,6.5,0,-0.131
6.5,7,0,0.221
6.5,7.5,0,0.416
6.5,8,0,0.4
6.5,8.5,0,0.213
6.5,9,0,-0.056
6.5,9.5,0,-0.315
6.5,10,0,-0.495
6.5,10.5,0,-0.565
7,0.5,0,-0.016
7,1,0,0.286
7,1.5,0,-0.109
7,2,0,0.588
7,2.5,0,0.416
7,3,0,-0.214
7,3.5,0,0.267
7,4,0,0.768
7,4.5,0,0.596
7,5,0,0.098
7,5.5,0,-0.2
7,6,0,-0.115
7,6.5,0,0.221
7,7,0,0.572
7,7.5,0,0.768
7,8,0,0.752
7,8.5,0,0.565
7,9,0,0.296
7,9.5,0,0.037
7,10,0,-0.144
7,10.5,0,-0.213
7.5,0.5,0,0.18
7.5,1,0,0.482
7.5,1.5,0,0.086
7.5,2,0,0.784
7.5,2.5,0,0.611
7.5,3,0,-0.018
7.5,3.5,0,0.462
7.5,4,0,0.963
7.5,4.5,0,0.791
7.5,5,0,0.293
7.5,5.5,0,-0.005
7.5,6,0,0.08
7.5,6.5,0,0.416
7.5,7,0,0.768
7.5,7.5,0,0.963
7.5,8,0,0.947
7.5,8.5,0,0.76
7.5,9,0,0.491
7.5,9.5,0,0.233
7.5,10,0,0.052
7.5,10.5,0,-0.018
8,0.5,0,0.164
8,1,0,0.465
8,1.5,0,0.07
8,2,0,0.767
8,2.5,0,0.595
8,3,0,-0.035
8,3.5,0,0.446
8,4,0,0.947
8,4.5,0,0.775
8,5,0,0.277
8,5.5,0,-0.021
8,6,0,0.064
8,6.5,0,0.4
8,7,0,0.752
8,7.5,0,0.947
8,8,0,0.931
8,8.5,0,0.744
8,9,0,0.475
8,9.5,0,0.216
8,10,0,0.036
8,10.5,0,-0.034
8.5,0.5,0,-0.024
8.5,1,0,0.278
8.5,1.5,0,-0.117
8.5,2,0,0.58
8.5,2.5,0,0.408
8.5,3,0,-0.222
8.5,3.5,0,0.259
8.5,4,0,0.76
8.5,4.5,0,0.588
8.5,5,0,0.09
8.5,5.5,0,-0.208
8.5,6,0,-0.123
8.5,6.5,0,0.213
8.5,7,0,0.565
8.5,7.5,0,0.76
8.5,8,0,0.744
8.5,8.5,0,0.557
8.5,9,0,0.288
8.5,9.5,0,0.029
8.5,10,0,-0.151
8.5,10.5,0,-0.221
9,0.5,0,-0.292
9,1,0,0.009
9,1.5,0,-0.386
9,2,0,0.311
9,2.5,0,0.139
9,3,0,-0.491
9,3.5,0,-0.01
9,4,0,0.491
9,4.5,0,0.319
9,5,0,-0.179
9,5.5,0,-0.477
9,6,0,-0.392
9,6.5,0,-0.056
9,7,0,0.296
9,7.5,0,0.491
9,8,0,0.475
9,8.5,0,0.288
9,9,0,0.019
9,9.5,0,-0.24
9,10,0,-0.42
9,10.5,0,-0.49
9.5,0.5,0,-0.551
9.5,1,0,-0.249
9.5,1.5,0,-0.645
9.5,2,0,0.053
9.5,2.5,0,-0.12
9.5,3,0,-0.749
9.5,3.5,0,-0.269
9.5,4,0,0.232
9.5,4.5,0,0.06
9.5,5,0,-0.438
9.5,5.5,0,-0.736
9.5,6,0,-0.651
9.5,6.5,0,-0.315
9.5,7,0,0.037
9.5,7.5,0,0.233
9.5,8,0,0.216
9.5,8.5,0,0.029
9.5,9,0,-0.24
9.5,9.5,0,-0.498
9.5,10,0,-0.679
9.5,10.5,0,-0.749
10,0.5,0,-0.732
10,1,0,-0.43
10,1.5,0,-0.826
10,2,0,-0.128
10,2.5,0,-0.3
10,3,0,-0.93
10,3.5,0,-0.449
10,4,0,0.051
10,4.5,0,-0.12
10,5,0,-0.618
10,5.5,0,-0.917
10,6,0,-0.831
10,6.5,0,-0.495
10,7,0,-0.144
10,7.5,0,0.052
10,8,0,0.036
10,8.5,0,-0.151
10,9,0,-0.42
10,9.5,0,-0.679
10,10,0,-0.86
10,10.5,0,-0.929
10.5,0.5,0,-0.801
