x0,x1,x2,fitness
-5,-5,0,-8.085
-5,-4.5,0,7.676
-5,-4,0,-8.277
-5,-3.5,0,7.504
-5,-3,0,-10.273
-5,-2.5,0,10.174
-5,-2,0,-17.526
-5,-1.5,0,34.127
-5,-1,0,-23.044
-5,-0.5,0,-7.331
-5,0,0,12.676
-5,0.5,0,-4.95
-5,1,0,5.071
-5,1.5,0,-3.364
-5,2,0,2.34
-5,2.5,0,-2.613
-5,3,0,0.642
-5,3.5,0,-2.081
-5,4,0,-0.81
-5,4.5,0,-1.537
-5,5,0,27.453
-4.5,-5,0,7.676
-4.5,-4.5,0,-7.288
-4.5,-4,0,7.859
-4.5,-3.5,0,-7.125
-4.5,-3,0,9.754
-4.5,-2.5,0,-9.659
-4.5,-2,0,16.64
-4.5,-1.5,0,-32.403
-4.5,-1,0,21.879
-4.5,-0.5,0,6.96
-4.5,0,0,-12.036
-4.5,0.5,0,4.7
-4.5,1,0,-4.814
-4.5,1.5,0,3.194
-4.5,2,0,-2.222
-4.5,2.5,0,2.481
-4.5,3,0,-0.609
-4.5,3.5,0,1.976
-4.5,4,0,0.769
-4.5,4.5,0,1.459
-4.5,5,0,-26.065
-4,-5,0,-8.277
-4,-4.5,0,7.859
-4,-4,0,-8.474
-4,-3.5,0,7.683
-4,-3,0,-10.517
-4,-2.5,0,10.416
-4,-2,0,-17.943
-4,-1.5,0,34.939
-4,-1,0,-23.592
-4,-0.5,0,-7.505
-4,0,0,12.978
-4,0.5,0,-5.067
-4,1,0,5.191
-4,1.5,0,-3.444
-4,2,0,2.396
-4,2.5,0,-2.675
-4,3,0,0.657
-4,3.5,0,-2.131
-4,4,0,-0.829
-4,4.5,0,-1.573
-4,5,0,28.106
-3.5,-5,0,7.504
-3.5,-4.5,0,-7.125
-3.5,-4,0,7.683
-3.5,-3.5,0,-6.965
-3.5,-3,0,9.535
-3.5,-2.5,0,-9.443
-3.5,-2,0,16.268
-3.5,-1.5,0,-31.677
-3.5,-1,0,21.389
-3.5,-0.5,0,6.805
-3.5,0,0,-11.766
-3.5,0.5,0,4.594
-3.5,1,0,-4.707
-3.5,1.5,0,3.122
-3.5,2,0,-2.172
-3.5,2.5,0,2.425
-3.5,3,0,-0.596
-3.5,3.5,0,1.932
-3.5,4,0,0.752
-3.5,4.5,0,1.426
-3.5,5,0,-25.482
-3,-5,0,-10.273
-3,-4.5,0,9.754
-3,-4,0,-10.517
-3,-3.5,0,9.535
-3,-3,0,-13.054
-3,-2.5,0,12.927
-3,-2,0,-22.27
-3,-1.5,0,43.365
-3,-1,0,-29.282
-3,-0.5,0,-9.315
-3,0,0,16.108
-3,0.5,0,-6.289
-3,1,0,6.443
-3,1.5,0,-4.274
-3,2,0,2.973
-3,2.5,0,-3.32
-3,3,0,0.815
-3,3.5,0,-2.645
-3,4,0,-1.029
-3,4.5,0,-1.953
-3,5,0,34.884
-2.5,-5,0,10.174
-2.5,-4.5,0,-9.659
-2.5,-4,0,10.416
-2.5,-3.5,0,-9.443
-2.5,-3,0,12.927
-2.5,-2.5,0,-12.802
-2.5,-2,0,22.054
-2.5,-1.5,0,-42.945
-2.5,-1,0,28.998
-2.5,-0.5,0,9.225
-2.5,0,0,-15.952
-2.5,0.5,0,6.229
-2.5,1,0,-6.381
-2.5,1.5,0,4.233
-2.5,2,0,-2.944
-2.5,2.5,0,3.288
-2.5,3,0,-0.807
-2.5,3.5,0,2.619
-2.5,4,0,1.019
-2.5,4.5,0,1.934
-2.5,5,0,-34.546
-2,-5,0,-17.526
-2,-4.5,0,16.64
-2,-4,0,-17.943
-2,-3.5,0,16.268
-2,-3,0,-22.27
-2,-2.5,0,22.054
-2,-2,0,-37.994
-2,-1.5,0,73.982
-2,-1,0,-49.956
-2,-0.5,0,-15.892
-2,0,0,27.48
-2,0.5,0,-10.73
-2,1,0,10.992
-2,1.5,0,-7.292
-2,2,0,5.072
-2,2.5,0,-5.665
-2,3,0,1.391
-2,3.5,0,-4.512
-2,4,0,-1.756
-2,4.5,0,-3.332
-2,5,0,59.513
-1.5,-5,0,34.127
-1.5,-4.5,0,-32.403
-1.5,-4,0,34.939
-1.5,-3.5,0,-31.677
-1.5,-3,0,43.365
-1.5,-2.5,0,-42.945
-1.5,-2,0,73.982
-1.5,-1.5,0,-144.059
-1.5,-1,0,97.274
-1.5,-0.5,0,30.946
-1.5,0,0,-53.51
-1.5,0.5,0,20.894
-1.5,1,0,-21.405
-1.5,1.5,0,14.199
-1.5,2,0,-9.877
-1.5,2.5,0,11.03
-1.5,3,0,-2.708
-1.5,3.5,0,8.786
-1.5,4,0,3.419
-1.5,4.5,0,6.487
-1.5,5,0,-115.885
-1,-5,0,-23.044
-1,-4.5,0,21.879
-1,-4,0,-23.592
-1,-3.5,0,21.389
-1,-3,0,-29.282
-1,-2.5,0,28.998
-1,-2,0,-49.956
