"x0","x1","x2","fitness","file"
-5,-5,0,-1593.94,"CF1"
-5,-4.5,0,-1607.054,"CF1"
-5,-4,0,-1612.513,"CF1"
-5,-3.5,0,-1623.57,"CF1"
-5,-3,0,-1624.919,"CF1"
-5,-2.5,0,-1621.148,"CF1"
-5,-2,0,-1613.894,"CF1"
-5,-1.5,0,-1610.178,"CF1"
-5,-1,0,-1572.879,"CF1"
-5,-0.5,0,-1651.36,"CF1"
-5,0,0,-1625.248,"CF1"
-5,0.5,0,-1614.348,"CF1"
-5,1,0,-1355.861,"CF1"
-5,1.5,0,-1112.145,"CF1"
-5,2,0,-1156.801,"CF1"
-5,2.5,0,-1256.317,"CF1"
-5,3,0,-1513.279,"CF1"
-5,3.5,0,-1157.065,"CF1"
-5,4,0,-1019.132,"CF1"
-5,4.5,0,-830.162,"CF1"
-5,5,0,-736.898,"CF1"
-4.5,-5,0,-1341.691,"CF1"
-4.5,-4.5,0,-1129.106,"CF1"
-4.5,-4,0,-964.705,"CF1"
-4.5,-3.5,0,-897.543,"CF1"
-4.5,-3,0,-909.914,"CF1"
-4.5,-2.5,0,-1009.673,"CF1"
-4.5,-2,0,-1185.486,"CF1"
-4.5,-1.5,0,-1421.649,"CF1"
-4.5,-1,0,-1610.842,"CF1"
-4.5,-0.5,0,-1823.26,"CF1"
-4.5,0,0,-1736.237,"CF1"
-4.5,0.5,0,-1631.294,"CF1"
-4.5,1,0,-1320.174,"CF1"
-4.5,1.5,0,-1057.826,"CF1"
-4.5,2,0,-1091.053,"CF1"
-4.5,2.5,0,-1174.099,"CF1"
-4.5,3,0,-1397.31,"CF1"
-4.5,3.5,0,-1027.899,"CF1"
-4.5,4,0,-871.844,"CF1"
-4.5,4.5,0,-681.182,"CF1"
-4.5,5,0,-588.505,"CF1"
-4,-5,0,-1138.583,"CF1"
-4,-4.5,0,-763.135,"CF1"
-4,-4,0,-464.066,"CF1"
-4,-3.5,0,-329.605,"CF1"
-4,-3,0,-354.193,"CF1"
-4,-2.5,0,-544.855,"CF1"
-4,-2,0,-861.347,"CF1"
