x0,x1,x2,fitness
-5,-5,0,-1487.743
-5,-4.5,0,-1109.167
-5,-4,0,-1393.608
-5,-3.5,0,-1056.192
-5,-3,0,-1384.206
-5,-2.5,0,-1083.821
-5,-2,0,-1447.409
-5,-1.5,0,-1180.705
-5,-1,0,-1527.042
-5,-0.5,0,-1236.197
-5,0,0,-1373.202
-5,0.5,0,-991.987
-5,1,0,-900.683
-5,1.5,0,-745.834
-5,2,0,-726.756
-5,2.5,0,-864.568
-5,3,0,-749.433
-5,3.5,0,-1052.483
-5,4,0,-554.678
-5,4.5,0,-1045.968
-5,5,0,-625.567
-4.5,-5,0,-816.82
-4.5,-4.5,0,-441.591
-4.5,-4,0,-716.021
-4.5,-3.5,0,-383.807
-4.5,-3,0,-707.38
-4.5,-2.5,0,-412.153
-4.5,-2,0,-777.254
-4.5,-1.5,0,-534.064
-4.5,-1,0,-930.441
-4.5,-0.5,0,-782.391
-4.5,0,0,-1070.977
-4.5,0.5,0,-814.5
-4.5,1,0,-763.241
-4.5,1.5,0,-633.788
-4.5,2,0,-625.717
-4.5,2.5,0,-726.295
-4.5,3,0,-693.376
-4.5,3.5,0,-835.592
-4.5,4,0,-579.015
-4.5,4.5,0,-814.396
-4.5,5,0,-627.3
-4,-5,0,-1362.166
-4,-4.5,0,-1006.457
-4,-4,0,-1276.743
-4,-3.5,0,-963.202
-4,-3,0,-1286.041
-4,-2.5,0,-995.612
-4,-2,0,-1349.682
-4,-1.5,0,-1089.528
-4,-1,0,-1400.396
-4,-0.5,0,-1120.167
-4,0,0,-1234.94
-4,0.5,0,-916.519
-4,1,0,-812.723
-4,1.5,0,-683.369
-4,2,0,-675.447
-4,2.5,0,-654.466
-4,3,0,-824.385
-4,3.5,0,-541.656
-4,4,0,-825.377
-4,4.5,0,-456.069
-4,5,0,-762.892
-3.5,-5,0,-758.784
-3.5,-4.5,0,-416.625
-3.5,-4,0,-653.517
-3.5,-3.5,0,-325.852
-3.5,-3,0,-655.01
-3.5,-2.5,0,-385.748
-3.5,-2,0,-741.506
-3.5,-1.5,0,-520.188
-3.5,-1,0,-897.716
-3.5,-0.5,0,-781.882
-3.5,0,0,-1020.102
-3.5,0.5,0,-783.047
-3.5,1,0,-699.16
-3.5,1.5,0,-586.16
-3.5,2,0,-582.694
-3.5,2.5,0,-542.627
-3.5,3,0,-745.05
-3.5,3.5,0,-411.031
-3.5,4,0,-774.879
-3.5,4.5,0,-346.264
-3.5,5,0,-714.771
-3,-5,0,-1238.375
-3,-4.5,0,-954.052
-3,-4,0,-1178.077
-3,-3.5,0,-946.487
-3,-3,0,-1252.783
-3,-2.5,0,-985.634
-3,-2,0,-1302.765
-3,-1.5,0,-1040.887
-3,-1,0,-1245.61
-3,-0.5,0,-912.676
-3,0,0,-977.036
-3,0.5,0,-662.484
-3,1,0,-580.285
-3,1.5,0,-456.796
-3,2,0,-440.208
-3,2.5,0,-508.1
-3,3,0,-474.33
-3,3.5,0,-553.93
-3,4,0,-404.076
-3,4.5,0,-550.009
-3,5,0,-469.025
-2.5,-5,0,-797.675
-2.5,-4.5,0,-545.079
-2.5,-4,0,-650.698
-2.5,-3.5,0,-476.705
